FTHG,FTAG,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Season_encoded,HomeTeam_le,AwayTeam_le
1,2,12.0,7.0,4.0,3.0,11.0,10.0,5.0,3.0,2.0,0.0,0.0,0.0,0,1,22
2,0,20.0,6.0,8.0,2.0,12.0,14.0,6.0,3.0,1.0,2.0,0.0,0.0,0,0,7
2,1,13.0,6.0,9.0,3.0,13.0,14.0,9.0,3.0,2.0,1.0,0.0,0.0,0,12,16
3,1,14.0,4.0,4.0,2.0,12.0,19.0,7.0,2.0,1.0,3.0,0.0,0.0,0,13,29
2,2,17.0,6.0,8.0,3.0,17.0,12.0,9.0,1.0,1.0,5.0,0.0,0.0,0,17,28
1,0,11.0,3.0,6.0,1.0,18.0,19.0,9.0,2.0,4.0,5.0,0.0,0.0,0,22,14
1,1,4.0,16.0,2.0,3.0,17.0,13.0,5.0,11.0,1.0,1.0,0.0,0.0,0,26,24
1,0,10.0,6.0,5.0,3.0,14.0,12.0,3.0,3.0,0.0,3.0,0.0,0.0,0,36,23
0,1,9.0,13.0,2.0,7.0,15.0,13.0,3.0,2.0,2.0,0.0,2.0,1.0,0,38,27
0,0,17.0,14.0,6.0,6.0,9.0,16.0,9.0,4.0,1.0,1.0,0.0,0.0,0,43,40
0,3,9.0,13.0,2.0,6.0,14.0,14.0,3.0,4.0,2.0,0.0,0.0,0.0,0,7,1
0,1,12.0,8.0,4.0,6.0,13.0,14.0,3.0,7.0,3.0,4.0,0.0,0.0,0,14,0
1,0,9.0,17.0,3.0,5.0,16.0,18.0,3.0,4.0,7.0,3.0,0.0,0.0,0,16,38
1,2,11.0,10.0,6.0,3.0,10.0,15.0,3.0,4.0,1.0,2.0,1.0,0.0,0,21,22
2,1,10.0,8.0,5.0,4.0,7.0,13.0,2.0,7.0,0.0,1.0,0.0,0.0,0,23,13
3,0,14.0,8.0,10.0,3.0,9.0,6.0,5.0,3.0,0.0,1.0,0.0,1.0,0,24,43
1,0,8.0,5.0,1.0,1.0,8.0,11.0,2.0,5.0,0.0,2.0,0.0,0.0,0,27,17
1,1,14.0,6.0,6.0,3.0,12.0,14.0,4.0,2.0,0.0,2.0,1.0,0.0,0,28,26
0,0,9.0,7.0,3.0,2.0,17.0,14.0,2.0,3.0,2.0,0.0,0.0,0.0,0,40,12
2,2,7.0,9.0,4.0,5.0,18.0,18.0,4.0,7.0,2.0,1.0,0.0,0.0,0,17,22
1,0,17.0,5.0,10.0,3.0,16.0,15.0,11.0,3.0,2.0,1.0,0.0,0.0,0,0,21
1,1,15.0,6.0,4.0,3.0,11.0,11.0,7.0,4.0,1.0,1.0,0.0,0.0,0,1,28
1,1,8.0,16.0,4.0,6.0,16.0,12.0,3.0,8.0,0.0,2.0,0.0,0.0,0,13,27
2,1,9.0,9.0,6.0,2.0,12.0,7.0,7.0,2.0,3.0,2.0,0.0,0.0,0,17,23
0,0,12.0,3.0,6.0,2.0,11.0,17.0,17.0,4.0,2.0,5.0,0.0,0.0,0,22,16
0,1,11.0,11.0,4.0,4.0,17.0,10.0,7.0,3.0,1.0,0.0,0.0,0.0,0,26,40
2,0,12.0,4.0,6.0,1.0,9.0,16.0,8.0,0.0,0.0,1.0,0.0,0.0,0,36,7
1,1,9.0,8.0,6.0,4.0,15.0,25.0,9.0,6.0,5.0,3.0,0.0,0.0,0,38,24
2,0,11.0,5.0,4.0,3.0,10.0,12.0,4.0,11.0,2.0,1.0,0.0,0.0,0,12,29
1,1,21.0,13.0,9.0,4.0,13.0,16.0,5.0,4.0,2.0,5.0,0.0,0.0,0,43,14
1,2,15.0,11.0,5.0,5.0,9.0,10.0,7.0,1.0,1.0,2.0,0.0,0.0,0,7,43
2,2,17.0,15.0,7.0,7.0,15.0,11.0,3.0,7.0,0.0,0.0,0.0,0.0,0,14,12
1,0,9.0,19.0,5.0,7.0,9.0,10.0,1.0,9.0,1.0,1.0,0.0,0.0,0,16,1
2,0,12.0,8.0,6.0,2.0,11.0,14.0,3.0,2.0,1.0,2.0,0.0,1.0,0,21,17
2,0,11.0,9.0,7.0,3.0,13.0,16.0,6.0,5.0,0.0,4.0,0.0,1.0,0,23,38
0,1,11.0,10.0,6.0,5.0,9.0,9.0,3.0,6.0,1.0,0.0,0.0,0.0,0,28,36
0,1,10.0,11.0,3.0,3.0,18.0,11.0,5.0,5.0,1.0,0.0,0.0,0.0,0,29,26
1,2,13.0,15.0,4.0,9.0,16.0,14.0,5.0,12.0,2.0,1.0,0.0,0.0,0,40,22
6,1,16.0,6.0,9.0,2.0,10.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0,27,0
3,0,16.0,4.0,6.0,2.0,19.0,12.0,5.0,6.0,2.0,3.0,0.0,0.0,0,0,43
0,0,17.0,24.0,10.0,11.0,13.0,15.0,5.0,8.0,2.0,2.0,0.0,0.0,0,14,13
2,1,8.0,13.0,4.0,7.0,20.0,12.0,6.0,7.0,2.0,3.0,0.0,0.0,0,16,40
1,1,16.0,4.0,6.0,2.0,13.0,12.0,4.0,1.0,1.0,2.0,0.0,0.0,0,17,29
1,1,18.0,5.0,10.0,5.0,25.0,21.0,14.0,3.0,3.0,5.0,0.0,0.0,0,22,27
2,0,9.0,8.0,7.0,3.0,9.0,7.0,4.0,7.0,1.0,1.0,0.0,0.0,0,23,24
0,1,15.0,6.0,7.0,1.0,15.0,15.0,5.0,6.0,1.0,1.0,0.0,0.0,0,26,36
0,0,8.0,11.0,2.0,8.0,13.0,12.0,4.0,5.0,1.0,1.0,0.0,0.0,0,28,12
3,1,21.0,7.0,8.0,5.0,13.0,14.0,7.0,2.0,0.0,4.0,0.0,0.0,0,21,7
1,1,18.0,6.0,12.0,2.0,17.0,18.0,5.0,3.0,1.0,2.0,0.0,0.0,0,38,1
0,2,7.0,17.0,2.0,6.0,12.0,9.0,1.0,0.0,2.0,2.0,0.0,0.0,0,43,13
2,1,9.0,8.0,5.0,3.0,15.0,11.0,6.0,2.0,1.0,1.0,0.0,0.0,0,1,21
2,2,16.0,10.0,7.0,3.0,13.0,12.0,3.0,3.0,2.0,1.0,0.0,0.0,0,7,26
1,2,7.0,7.0,3.0,5.0,19.0,13.0,2.0,5.0,3.0,5.0,0.0,0.0,0,12,22
2,4,14.0,11.0,6.0,7.0,15.0,26.0,4.0,5.0,0.0,0.0,0.0,0.0,0,13,38
2,0,19.0,5.0,8.0,2.0,11.0,13.0,14.0,2.0,1.0,1.0,0.0,0.0,0,27,23
1,2,16.0,7.0,5.0,4.0,14.0,19.0,5.0,1.0,0.0,3.0,0.0,1.0,0,29,28
1,0,17.0,5.0,5.0,1.0,13.0,18.0,6.0,6.0,1.0,1.0,0.0,0.0,0,36,17
3,0,12.0,11.0,4.0,5.0,13.0,10.0,5.0,8.0,0.0,1.0,0.0,0.0,0,40,14
0,1,5.0,13.0,2.0,5.0,14.0,8.0,4.0,5.0,0.0,0.0,0.0,0.0,0,43,21
0,0,4.0,14.0,2.0,5.0,16.0,13.0,3.0,3.0,2.0,2.0,0.0,1.0,0,1,0
1,1,18.0,7.0,8.0,4.0,11.0,9.0,9.0,3.0,2.0,2.0,0.0,0.0,0,24,16
2,0,25.0,4.0,19.0,3.0,5.0,6.0,12.0,2.0,0.0,1.0,0.0,0.0,0,0,40
2,2,22.0,14.0,8.0,7.0,17.0,23.0,10.0,8.0,0.0,1.0,0.0,0.0,0,7,29
2,1,17.0,7.0,5.0,3.0,19.0,10.0,4.0,3.0,2.0,1.0,0.0,0.0,0,13,28
2,0,12.0,14.0,7.0,8.0,12.0,16.0,9.0,4.0,0.0,1.0,1.0,0.0,0,14,16
2,0,15.0,9.0,6.0,3.0,8.0,8.0,6.0,4.0,1.0,1.0,1.0,0.0,0,24,27
1,3,12.0,8.0,6.0,7.0,18.0,13.0,9.0,2.0,6.0,4.0,1.0,0.0,0,26,1
0,2,14.0,7.0,8.0,4.0,17.0,10.0,8.0,4.0,2.0,2.0,0.0,1.0,0,38,22
0,2,17.0,10.0,6.0,7.0,16.0,16.0,8.0,2.0,3.0,2.0,1.0,0.0,0,43,17
2,0,16.0,5.0,9.0,1.0,12.0,9.0,6.0,2.0,2.0,2.0,0.0,0.0,0,12,23
0,3,11.0,11.0,3.0,5.0,17.0,15.0,6.0,7.0,2.0,1.0,0.0,0.0,0,36,21
2,1,9.0,6.0,5.0,2.0,11.0,12.0,10.0,3.0,2.0,2.0,0.0,0.0,0,1,23
2,2,6.0,7.0,4.0,5.0,5.0,3.0,5.0,3.0,1.0,3.0,0.0,0.0,0,1,43
0,4,3.0,10.0,2.0,7.0,13.0,7.0,1.0,9.0,1.0,1.0,0.0,0.0,0,16,13
2,0,15.0,6.0,7.0,2.0,10.0,11.0,10.0,1.0,0.0,0.0,0.0,0.0,0,22,36
1,3,9.0,15.0,4.0,5.0,9.0,19.0,4.0,9.0,3.0,2.0,0.0,0.0,0,23,14
3,1,11.0,13.0,7.0,5.0,17.0,18.0,8.0,8.0,0.0,3.0,1.0,1.0,0,17,26
0,0,12.0,12.0,6.0,4.0,22.0,22.0,3.0,2.0,5.0,3.0,1.0,0.0,0,28,38
1,1,8.0,7.0,5.0,2.0,10.0,15.0,6.0,1.0,0.0,0.0,0.0,0.0,0,21,24
2,1,23.0,3.0,8.0,2.0,8.0,9.0,12.0,4.0,1.0,1.0,0.0,0.0,0,27,12
2,1,17.0,10.0,13.0,5.0,13.0,9.0,5.0,7.0,1.0,1.0,0.0,0.0,0,40,7
0,4,7.0,15.0,2.0,8.0,10.0,8.0,7.0,3.0,2.0,0.0,0.0,0.0,0,26,0
2,0,4.0,3.0,8.0,8.0,13.0,21.0,3.0,7.0,1.0,3.0,0.0,0.0,0,7,12
1,2,11.0,9.0,5.0,3.0,19.0,16.0,8.0,2.0,3.0,1.0,1.0,0.0,0,24,22
0,3,17.0,6.0,8.0,2.0,13.0,11.0,9.0,0.0,1.0,1.0,0.0,0.0,0,0,28
2,1,8.0,5.0,5.0,3.0,13.0,14.0,5.0,3.0,0.0,3.0,0.0,0.0,0,1,17
1,0,14.0,9.0,8.0,5.0,11.0,19.0,7.0,6.0,3.0,3.0,0.0,0.0,0,13,36
1,0,14.0,6.0,5.0,2.0,6.0,13.0,9.0,3.0,0.0,1.0,0.0,1.0,0,21,29
1,2,15.0,8.0,9.0,3.0,13.0,26.0,5.0,1.0,2.0,3.0,0.0,0.0,0,23,26
4,2,28.0,9.0,13.0,4.0,9.0,18.0,9.0,2.0,1.0,4.0,0.0,0.0,0,27,14
2,3,13.0,8.0,4.0,6.0,12.0,15.0,3.0,3.0,1.0,2.0,0.0,0.0,0,38,40
3,1,18.0,6.0,10.0,3.0,10.0,18.0,3.0,5.0,0.0,2.0,0.0,0.0,0,43,16
1,0,14.0,6.0,9.0,3.0,15.0,21.0,6.0,3.0,3.0,0.0,0.0,0.0,0,14,38
2,0,10.0,7.0,6.0,4.0,17.0,16.0,5.0,6.0,0.0,0.0,0.0,0.0,0,16,23
2,3,10.0,10.0,7.0,6.0,19.0,15.0,2.0,5.0,4.0,2.0,1.0,0.0,0,17,24
1,2,4.0,12.0,1.0,5.0,8.0,8.0,5.0,4.0,0.0,0.0,0.0,0.0,0,28,21
2,1,20.0,13.0,14.0,6.0,19.0,9.0,7.0,5.0,0.0,0.0,0.0,0.0,0,29,43
3,3,12.0,11.0,5.0,8.0,10.0,15.0,5.0,7.0,3.0,4.0,1.0,0.0,0,12,1
0,3,5.0,16.0,1.0,10.0,14.0,11.0,2.0,5.0,2.0,2.0,1.0,0.0,0,40,13
4,1,10.0,4.0,8.0,2.0,7.0,13.0,10.0,0.0,0.0,2.0,0.0,1.0,0,0,17
0,0,9.0,3.0,2.0,3.0,10.0,15.0,4.0,5.0,1.0,2.0,0.0,0.0,0,1,36
2,0,15.0,12.0,9.0,3.0,14.0,13.0,3.0,8.0,0.0,2.0,0.0,1.0,0,7,16
0,1,9.0,4.0,1.0,2.0,12.0,14.0,10.0,3.0,3.0,0.0,0.0,0.0,0,13,12
2,0,13.0,6.0,5.0,2.0,22.0,23.0,2.0,3.0,1.0,4.0,0.0,0.0,0,21,14
0,3,15.0,15.0,4.0,7.0,13.0,11.0,12.0,5.0,3.0,1.0,0.0,0.0,0,23,28
1,1,13.0,6.0,6.0,4.0,14.0,20.0,3.0,2.0,0.0,0.0,1.0,0.0,0,27,26
1,1,16.0,9.0,10.0,5.0,17.0,22.0,4.0,8.0,5.0,4.0,0.0,0.0,0,38,29
0,2,15.0,12.0,10.0,7.0,17.0,13.0,6.0,6.0,5.0,2.0,0.0,1.0,0,43,22
3,1,14.0,7.0,8.0,5.0,10.0,13.0,6.0,4.0,1.0,1.0,0.0,0.0,0,24,40
0,2,11.0,13.0,4.0,6.0,15.0,11.0,7.0,7.0,3.0,1.0,0.0,0.0,0,14,24
1,2,6.0,14.0,2.0,9.0,14.0,13.0,4.0,6.0,3.0,4.0,0.0,0.0,0,16,0
2,1,18.0,7.0,9.0,4.0,15.0,15.0,5.0,2.0,1.0,2.0,0.0,0.0,0,17,7
2,0,16.0,7.0,9.0,5.0,22.0,17.0,7.0,2.0,2.0,5.0,0.0,0.0,0,22,13
1,0,16.0,12.0,9.0,7.0,19.0,12.0,10.0,10.0,3.0,5.0,0.0,0.0,0,26,43
0,2,18.0,9.0,3.0,5.0,13.0,21.0,4.0,6.0,2.0,3.0,0.0,0.0,0,28,27
1,0,20.0,4.0,6.0,3.0,15.0,14.0,12.0,0.0,1.0,1.0,0.0,0.0,0,29,23
0,1,11.0,6.0,5.0,3.0,15.0,14.0,11.0,2.0,2.0,1.0,0.0,0.0,0,36,38
0,0,7.0,7.0,3.0,4.0,13.0,13.0,5.0,6.0,1.0,0.0,0.0,0.0,0,40,1
2,1,10.0,17.0,7.0,6.0,17.0,11.0,2.0,13.0,0.0,1.0,0.0,0.0,0,12,21
0,2,15.0,11.0,4.0,10.0,11.0,13.0,7.0,0.0,0.0,2.0,0.0,0.0,0,7,24
1,1,7.0,11.0,5.0,3.0,15.0,17.0,4.0,2.0,2.0,1.0,0.0,0.0,0,29,36
2,1,7.0,4.0,4.0,3.0,21.0,18.0,11.0,2.0,4.0,3.0,0.0,0.0,0,0,22
3,2,6.0,6.0,4.0,3.0,12.0,23.0,6.0,2.0,2.0,5.0,0.0,0.0,0,1,14
1,1,10.0,14.0,7.0,9.0,25.0,21.0,6.0,6.0,4.0,2.0,0.0,0.0,0,7,28
2,1,13.0,9.0,5.0,3.0,19.0,22.0,8.0,6.0,1.0,1.0,0.0,0.0,0,13,17
4,2,19.0,9.0,9.0,4.0,11.0,14.0,6.0,2.0,3.0,2.0,0.0,0.0,0,23,40
3,0,12.0,6.0,5.0,3.0,11.0,10.0,2.0,3.0,0.0,2.0,0.0,0.0,0,24,29
0,1,11.0,10.0,6.0,5.0,13.0,11.0,13.0,1.0,1.0,0.0,0.0,0.0,0,27,16
3,2,17.0,17.0,11.0,7.0,17.0,7.0,8.0,5.0,1.0,0.0,0.0,0.0,0,38,12
3,0,16.0,12.0,12.0,3.0,18.0,18.0,5.0,1.0,2.0,2.0,0.0,0.0,0,43,36
2,1,15.0,11.0,7.0,7.0,8.0,19.0,9.0,2.0,0.0,0.0,0.0,0.0,0,21,26
2,2,16.0,14.0,8.0,7.0,14.0,21.0,6.0,6.0,1.0,4.0,0.0,0.0,0,24,13
6,1,18.0,13.0,9.0,7.0,20.0,13.0,9.0,7.0,1.0,0.0,0.0,0.0,0,22,7
2,1,14.0,9.0,3.0,6.0,13.0,18.0,4.0,4.0,1.0,1.0,0.0,0.0,0,36,27
0,0,12.0,8.0,2.0,1.0,14.0,10.0,4.0,8.0,1.0,0.0,0.0,0.0,0,29,0
0,4,12.0,16.0,10.0,14.0,7.0,13.0,10.0,10.0,1.0,1.0,0.0,0.0,0,12,24
0,0,15.0,10.0,7.0,3.0,15.0,13.0,9.0,3.0,1.0,1.0,0.0,0.0,0,14,7
1,1,7.0,13.0,2.0,6.0,14.0,15.0,3.0,11.0,1.0,1.0,0.0,0.0,0,16,21
2,2,18.0,11.0,8.0,4.0,12.0,13.0,5.0,6.0,5.0,3.0,0.0,1.0,0,17,38
3,1,24.0,8.0,11.0,5.0,14.0,17.0,12.0,5.0,3.0,4.0,0.0,0.0,0,22,23
1,2,3.0,9.0,1.0,3.0,22.0,18.0,8.0,7.0,4.0,2.0,0.0,0.0,0,26,13
2,1,19.0,11.0,7.0,5.0,13.0,15.0,5.0,6.0,0.0,0.0,0.0,0.0,0,28,43
3,0,9.0,5.0,5.0,1.0,10.0,14.0,5.0,1.0,0.0,5.0,1.0,1.0,0,29,1
3,2,11.0,8.0,7.0,5.0,17.0,10.0,7.0,5.0,1.0,2.0,0.0,0.0,0,36,0
3,1,9.0,15.0,3.0,6.0,13.0,15.0,3.0,6.0,0.0,2.0,0.0,0.0,0,40,27
1,2,8.0,12.0,4.0,9.0,15.0,17.0,4.0,4.0,0.0,3.0,0.0,0.0,1,12,17
2,1,7.0,14.0,3.0,4.0,14.0,15.0,4.0,10.0,1.0,0.0,0.0,0.0,1,16,3
2,0,16.0,11.0,6.0,6.0,16.0,24.0,10.0,3.0,1.0,2.0,0.0,1.0,1,22,36
0,5,6.0,18.0,1.0,8.0,21.0,17.0,3.0,5.0,4.0,3.0,0.0,0.0,1,23,5
2,1,9.0,3.0,6.0,3.0,13.0,12.0,5.0,3.0,1.0,5.0,0.0,0.0,1,24,43
0,4,6.0,14.0,2.0,9.0,13.0,19.0,2.0,6.0,2.0,3.0,1.0,1.0,1,28,0
1,0,12.0,10.0,6.0,4.0,22.0,20.0,1.0,1.0,0.0,1.0,0.0,0.0,1,38,21
0,0,8.0,11.0,2.0,2.0,12.0,17.0,6.0,5.0,3.0,2.0,0.0,0.0,1,40,1
1,1,13.0,9.0,8.0,3.0,19.0,20.0,12.0,7.0,3.0,4.0,0.0,0.0,1,13,29
3,2,12.0,8.0,6.0,5.0,17.0,19.0,6.0,4.0,0.0,1.0,0.0,0.0,1,27,18
1,1,18.0,7.0,11.0,2.0,15.0,12.0,8.0,0.0,3.0,2.0,0.0,2.0,1,17,40
1,2,14.0,5.0,5.0,2.0,28.0,29.0,10.0,2.0,4.0,5.0,0.0,2.0,1,0,22
1,0,13.0,11.0,3.0,4.0,19.0,16.0,5.0,2.0,1.0,1.0,0.0,0.0,1,5,28
3,1,30.0,2.0,18.0,2.0,21.0,14.0,19.0,2.0,0.0,3.0,0.0,1.0,1,21,16
2,2,12.0,18.0,5.0,7.0,18.0,16.0,3.0,8.0,2.0,1.0,1.0,0.0,1,3,27
2,0,13.0,8.0,5.0,3.0,18.0,20.0,8.0,9.0,0.0,2.0,0.0,0.0,1,18,38
4,0,20.0,2.0,11.0,0.0,14.0,20.0,9.0,0.0,1.0,4.0,1.0,1.0,1,0,23
2,1,12.0,12.0,7.0,5.0,14.0,11.0,3.0,6.0,1.0,1.0,0.0,0.0,1,3,40
2,0,7.0,5.0,5.0,1.0,25.0,23.0,3.0,6.0,2.0,1.0,0.0,0.0,1,17,28
0,0,10.0,9.0,1.0,2.0,12.0,14.0,11.0,3.0,2.0,3.0,0.0,0.0,1,18,16
0,1,17.0,13.0,11.0,6.0,22.0,20.0,6.0,1.0,2.0,6.0,0.0,0.0,1,21,12
0,2,8.0,7.0,2.0,2.0,13.0,18.0,6.0,2.0,0.0,1.0,0.0,0.0,1,36,13
0,0,11.0,10.0,3.0,4.0,19.0,14.0,5.0,8.0,3.0,2.0,0.0,0.0,1,43,22
1,1,11.0,13.0,4.0,7.0,9.0,12.0,5.0,5.0,0.0,2.0,0.0,0.0,1,1,27
1,1,16.0,6.0,6.0,3.0,19.0,18.0,10.0,4.0,2.0,2.0,0.0,0.0,1,29,38
2,1,11.0,18.0,4.0,7.0,13.0,11.0,4.0,6.0,2.0,2.0,0.0,0.0,1,5,24
1,1,10.0,14.0,5.0,11.0,20.0,20.0,5.0,6.0,1.0,5.0,1.0,0.0,1,13,0
0,0,6.0,10.0,3.0,4.0,22.0,19.0,3.0,4.0,5.0,2.0,0.0,0.0,1,16,43
0,0,11.0,8.0,6.0,4.0,13.0,17.0,7.0,5.0,1.0,1.0,0.0,0.0,1,22,5
1,1,12.0,13.0,7.0,9.0,26.0,24.0,6.0,3.0,3.0,3.0,1.0,1.0,1,23,21
1,3,12.0,10.0,7.0,7.0,19.0,14.0,7.0,0.0,3.0,1.0,1.0,0.0,1,24,1
4,1,18.0,5.0,9.0,1.0,7.0,11.0,6.0,2.0,0.0,1.0,0.0,0.0,1,27,17
1,4,8.0,8.0,4.0,5.0,15.0,17.0,3.0,3.0,1.0,3.0,1.0,0.0,1,28,29
1,0,11.0,10.0,4.0,4.0,9.0,14.0,4.0,10.0,2.0,3.0,0.0,0.0,1,38,3
1,1,7.0,16.0,4.0,5.0,22.0,12.0,5.0,6.0,2.0,1.0,0.0,0.0,1,12,18
2,0,18.0,15.0,6.0,6.0,15.0,16.0,3.0,3.0,0.0,0.0,0.0,0.0,1,40,36
0,1,4.0,10.0,0.0,6.0,11.0,19.0,3.0,2.0,1.0,1.0,0.0,0.0,1,5,36
2,3,15.0,12.0,9.0,6.0,16.0,23.0,8.0,8.0,5.0,3.0,0.0,0.0,1,16,23
1,3,11.0,13.0,5.0,9.0,16.0,13.0,4.0,2.0,0.0,1.0,0.0,0.0,1,17,24
1,3,6.0,11.0,3.0,6.0,18.0,20.0,4.0,5.0,3.0,4.0,0.0,0.0,1,18,0
2,0,13.0,5.0,5.0,1.0,16.0,23.0,8.0,1.0,2.0,3.0,0.0,1.0,1,28,43
4,3,15.0,10.0,8.0,7.0,17.0,16.0,8.0,5.0,2.0,1.0,0.0,1.0,1,29,27
0,0,8.0,4.0,3.0,2.0,20.0,25.0,10.0,3.0,0.0,4.0,0.0,0.0,1,1,38
0,2,9.0,20.0,4.0,9.0,13.0,14.0,8.0,9.0,2.0,1.0,1.0,0.0,1,12,22
1,1,20.0,6.0,10.0,4.0,8.0,15.0,6.0,13.0,3.0,1.0,0.0,0.0,1,21,3
2,3,11.0,6.0,4.0,4.0,10.0,12.0,6.0,6.0,1.0,4.0,0.0,1.0,1,40,13
1,2,10.0,13.0,5.0,6.0,19.0,15.0,4.0,2.0,0.0,1.0,0.0,0.0,1,23,28
1,1,20.0,10.0,8.0,5.0,14.0,15.0,10.0,2.0,0.0,4.0,0.0,0.0,1,3,5
1,2,14.0,13.0,8.0,6.0,9.0,14.0,11.0,4.0,1.0,2.0,0.0,0.0,1,38,40
1,1,23.0,7.0,12.0,4.0,9.0,11.0,17.0,0.0,1.0,1.0,0.0,1.0,1,0,5
1,0,13.0,14.0,6.0,7.0,18.0,17.0,5.0,4.0,1.0,2.0,0.0,0.0,1,3,17
0,0,12.0,6.0,5.0,2.0,15.0,21.0,4.0,4.0,2.0,2.0,0.0,0.0,1,23,18
1,0,14.0,11.0,6.0,5.0,12.0,9.0,2.0,5.0,0.0,1.0,0.0,0.0,1,24,40
4,0,13.0,8.0,8.0,1.0,14.0,17.0,8.0,4.0,0.0,1.0,0.0,0.0,1,27,21
2,2,22.0,13.0,13.0,5.0,20.0,13.0,9.0,8.0,2.0,3.0,0.0,0.0,1,38,12
2,2,8.0,4.0,3.0,2.0,17.0,15.0,8.0,2.0,4.0,1.0,0.0,0.0,1,13,28
3,0,19.0,9.0,10.0,2.0,26.0,17.0,9.0,3.0,1.0,2.0,0.0,0.0,1,22,16
3,0,17.0,8.0,9.0,5.0,20.0,17.0,10.0,7.0,3.0,0.0,0.0,0.0,1,43,29
1,3,12.0,11.0,4.0,5.0,15.0,18.0,2.0,3.0,1.0,2.0,1.0,1.0,1,36,1
1,0,12.0,2.0,6.0,2.0,17.0,27.0,10.0,1.0,2.0,3.0,0.0,0.0,1,29,23
0,2,15.0,14.0,8.0,7.0,10.0,13.0,8.0,4.0,1.0,1.0,0.0,0.0,1,5,38
2,0,14.0,9.0,12.0,6.0,12.0,11.0,4.0,4.0,1.0,2.0,1.0,1.0,1,12,23
0,2,7.0,11.0,5.0,6.0,18.0,19.0,2.0,5.0,3.0,3.0,0.0,1.0,1,16,0
5,0,18.0,15.0,11.0,5.0,15.0,8.0,8.0,4.0,0.0,0.0,0.0,0.0,1,17,43
1,3,5.0,8.0,3.0,4.0,16.0,17.0,6.0,0.0,0.0,1.0,0.0,0.0,1,28,36
3,5,7.0,18.0,3.0,9.0,16.0,10.0,4.0,7.0,3.0,3.0,0.0,0.0,1,40,27
2,0,5.0,4.0,2.0,1.0,9.0,15.0,2.0,8.0,2.0,2.0,0.0,0.0,1,1,3
1,1,4.0,9.0,1.0,3.0,5.0,14.0,5.0,7.0,1.0,4.0,0.0,1.0,1,18,13
1,2,11.0,11.0,6.0,7.0,8.0,8.0,10.0,8.0,0.0,1.0,0.0,0.0,1,21,22
0,2,7.0,6.0,3.0,2.0,14.0,23.0,7.0,0.0,1.0,4.0,0.0,0.0,1,29,24
0,4,9.0,15.0,3.0,8.0,10.0,9.0,7.0,8.0,2.0,2.0,1.0,0.0,1,5,29
0,0,8.0,11.0,4.0,4.0,14.0,13.0,13.0,4.0,2.0,1.0,0.0,0.0,1,12,28
2,0,22.0,8.0,10.0,2.0,9.0,13.0,5.0,3.0,0.0,0.0,0.0,0.0,1,13,23
0,0,7.0,9.0,4.0,6.0,8.0,5.0,8.0,6.0,0.0,1.0,0.0,0.0,1,21,17
1,1,10.0,9.0,2.0,3.0,11.0,14.0,6.0,4.0,3.0,2.0,0.0,0.0,1,24,22
0,2,3.0,21.0,0.0,8.0,15.0,9.0,1.0,6.0,2.0,1.0,1.0,0.0,1,36,0
1,3,15.0,13.0,7.0,8.0,12.0,15.0,3.0,4.0,0.0,0.0,0.0,0.0,1,38,27
2,0,9.0,11.0,3.0,3.0,9.0,8.0,5.0,2.0,1.0,1.0,0.0,0.0,1,1,18
7,1,24.0,12.0,14.0,5.0,8.0,6.0,7.0,7.0,1.0,3.0,0.0,1.0,1,3,43
3,1,24.0,8.0,12.0,6.0,11.0,6.0,16.0,2.0,0.0,2.0,0.0,0.0,1,40,16
3,3,18.0,9.0,11.0,5.0,13.0,20.0,5.0,4.0,1.0,2.0,0.0,0.0,1,0,3
1,1,10.0,11.0,5.0,7.0,12.0,11.0,5.0,5.0,3.0,0.0,0.0,0.0,1,16,12
3,2,10.0,11.0,6.0,3.0,15.0,14.0,8.0,4.0,0.0,1.0,0.0,0.0,1,17,1
1,4,8.0,12.0,3.0,6.0,11.0,13.0,6.0,6.0,1.0,2.0,0.0,0.0,1,23,24
1,2,13.0,7.0,6.0,2.0,11.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,1,27,5
2,0,20.0,10.0,8.0,3.0,16.0,16.0,10.0,7.0,0.0,1.0,0.0,1.0,1,43,36
1,1,7.0,6.0,3.0,2.0,25.0,17.0,3.0,3.0,2.0,3.0,1.0,0.0,1,18,21
0,0,18.0,14.0,12.0,6.0,20.0,17.0,10.0,8.0,2.0,3.0,0.0,0.0,1,22,13
0,2,8.0,9.0,3.0,3.0,16.0,10.0,7.0,2.0,2.0,1.0,0.0,0.0,1,29,40
2,0,7.0,15.0,5.0,5.0,18.0,16.0,4.0,5.0,1.0,2.0,1.0,0.0,1,28,38
1,0,16.0,4.0,6.0,0.0,6.0,8.0,3.0,4.0,0.0,0.0,0.0,0.0,1,1,12
3,3,11.0,10.0,6.0,5.0,14.0,5.0,4.0,7.0,2.0,1.0,0.0,0.0,1,36,21
2,1,10.0,15.0,4.0,5.0,11.0,6.0,1.0,8.0,0.0,0.0,0.0,0.0,1,43,13
3,2,10.0,9.0,7.0,5.0,13.0,16.0,6.0,2.0,2.0,3.0,0.0,0.0,1,1,5
0,2,14.0,5.0,4.0,4.0,12.0,13.0,13.0,1.0,0.0,1.0,0.0,1.0,1,12,24
